id,name,is_base,max_force,max_stretch,mean_stretch,std_stretch,n_nodes,n_edges,time_seconds,success
0,square_3x3_pts5_disp20_seed0,True,411208.1075389909,5.112081075389909,1.2499999686441017,0.8735821795429743,136,144,2.3986663818359375,True
1,square_3x3_pts5_disp20_seed1001,False,363812.10036542173,4.638121003654217,1.2147399319204863,0.7514032579294675,196,216,2.3275012969970703,True
2,square_3x3_pts5_disp20_seed1002,False,553933.6602387768,6.539336602387769,1.2717053832698928,0.8954383410137788,196,216,2.308741331100464,True
3,square_3x3_pts5_disp20_seed1003,False,473678.44462891575,5.736784446289158,1.2880815306270292,0.8488157386551722,196,216,2.2758426666259766,True
4,square_3x3_pts5_disp20_seed1004,False,578134.2698076505,6.781342698076505,1.28017665386258,0.9214122118990158,196,216,2.410644292831421,True
